date,close,open,high,low,volume
2018/3/20,1317.6,1322.4,1323.7,1312.4,56.56K
2018/3/21,1327.3,1317,1342.6,1315.5,66.74K
2018/3/22,1333.2,1338,1340.8,1330.3,70.66K
2018/3/23,1355.7,1335.5,1356.3,1334.7,127.20K
2018/3/26,1360.9,1350.6,1361.8,1349.2,192.81K
2018/3/27,1347.9,1359.3,1362.6,1345.4,296.48K
2018/3/28,1336.1,1356.8,1358.3,1334,8.69K
2018/3/29,1333.3,1335.3,1338.5,1331.6,4.28K
2018/4/2,1352.9,1336.3,1355.1,1335.1,4.98K
2018/4/3,1343.4,1351.2,1352.4,1339,3.70K
2018/4/4,1346.3,1342.5,1358.3,1341.6,4.50K
2018/4/5,1334.7,1342.6,1344.3,1332.3,3.52K
2018/4/6,1342.3,1336.2,1345,1328.9,4.47K
2018/4/9,1346.2,1343.2,1347.1,1336.6,7.29K
2018/4/10,1352,1345.7,1352.2,1340.6,4.32K
2018/4/11,1366.2,1348.8,1375.1,1348.8,8.77K
2018/4/12,1348,1362.6,1362.6,1342.9,12.19K
2018/4/13,1354.1,1345.3,1356.3,1341.7,8.20K
2018/4/16,1356.9,1353.7,1359.7,1349.4,2.91K
2018/4/17,1355.7,1354.9,1357.5,1346.8,3.10K
2018/4/18,1359.7,1356.4,1365.1,1351.8,4.16K
2018/4/19,1355,1358.4,1363.9,1349.8,2.99K
2018/4/20,1344.5,1353,1353,1343.3,11.02K
2018/4/23,1330.2,1343,1343.4,1329.9,8.04K
2018/4/24,1339.2,1333.9,1340.5,1330,5.10K
2018/4/25,1329,1337.8,1339.9,1326.4,8.12K
2018/4/26,1324.2,1330.6,1334,1322.7,4.29K
2018/4/27,1329.7,1324.1,1332.6,1322.3,5.21K
