date,open,volume,low,high,close
2018/9/25,268.1418,58056,267.5538,268.2459,268.1531
2018/9/26,268.5128,71938,268.2134,268.9047,268.5577
2018/9/27,267.9707,109334,267.3797,268.7175,267.6323
2018/9/28,265.9838,139302,265.0832,266.467,265.1337
2018/10/8,269.8627,81748,268.2678,270.1872,268.9172
2018/10/9,268.3701,114646,267.528,268.5807,268.2311
2018/10/10,268.1569,104518,267.5651,268.5567,268.2489
2018/10/11,268.8388,158546,267.8758,269.8283,269.824
2018/10/12,273.2217,306618,270.9236,274.2068,273.2671
2018/10/15,274.5005,180972,273.5933,275.7968,275.7968
2018/10/16,276.0187,166892,275.246,276.6339,275.7401
2018/10/17,275.2094,138074,274.6789,276.5337,275.0227
2018/10/18,275.1499,146004,274.8105,276.3411,275.3166
2018/10/19,276.66,201178,275.691,277.7763,276.6271
2018/10/22,276.623,120846,276.2378,276.9728,276.4953
2018/10/23,276.1566,153436,275.7001,277.7151,277.6732
2018/10/24,278.2841,224620,277.872,280.1213,277.9719
2018/10/25,279.1262,202214,277.6968,280.2138,279.4248
2018/10/26,278.6472,168226,278.1176,279.5938,279.2939
2018/10/29,279.0993,284314,278.8857,281.5466,278.9363
2018/10/30,278.7337,185412,277.6083,279.4199,278.4557
2018/10/31,277.5059,245922,276.4258,278.6057,276.4585
2018/11/1,276.128,197242,275.5215,277.3281,277.2084
2018/11/2,277.9358,243060,277.3428,278.5198,277.5142
2018/11/5,277.4887,154264,276.7749,278.0555,277.7057
2018/11/6,277.683,139822,277.4665,278.6147,277.9434
2018/11/7,277.7972,184230,277.1754,278.942,278.1927
2018/11/8,277.3709,126490,277.1628,278.5319,277.3174
2018/11/9,277.391,142314,276.6657,277.9041,276.8285
2018/11/12,275.2582,207190,274.6663,277.0589,274.8204
2018/11/13,274.3966,140558,273.7798,275.0296,273.9
2018/11/14,273.7802,158726,273.4179,274.3026,273.9863
2018/11/15,275.1733,146340,273.2498,275.698,275.6349
2018/11/16,275.6925,154324,274.7541,276.2608,276.1962
2018/11/19,277.2256,189438,276.4769,277.8116,277.0882
2018/11/20,277.7971,132560,277.3957,278.3607,278.2875
2018/11/21,278.0169,148480,277.8568,279.3747,278.1211
2018/11/22,278.5275,126176,277.9371,279.3347,278.878
2018/11/23,278.7944,80420,278.7485,279.3903,278.9521
2018/11/26,278.7537,125328,278.2419,279.183,278.9147
2018/11/27,278.613,106036,278.2722,279.2481,278.4126
2018/11/28,277.2568,167156,276.8284,279.2404,277.1424
2018/11/29,278.4473,177654,276.7317,279.2983,279.1453
2018/11/30,279.0239,125604,278.8527,279.8315,279.1101
2018/12/3,278.2756,172252,277.871,279.1016,278.0372
2018/12/4,278.5529,166044,277.9843,279.123,278.0373
2018/12/5,278.5494,120530,277.8165,278.9816,278.6061
2018/12/6,279.4419,163002,278.4579,280.238,279.6266
2018/12/7,279.9334,190006,279.5588,281.1065,279.9713
2018/12/10,282.2158,249448,280.1496,282.8762,282.8251
2018/12/11,282.1898,135004,281.9401,282.8285,282.3797
2018/12/12,281.2877,137894,280.8417,282.1841,280.9271
2018/12/13,280.721,105786,280.3024,281.5795,280.5411
2018/12/14,280.3361,107414,279.8602,280.773,280.1067
2018/12/17,279.6399,109316,279.2609,280.572,279.9307
2018/12/18,281.9202,109838,280.329,282.1693,281.6617
2018/12/19,282.12,111030,281.6025,282.5779,282.3369
2018/12/20,281.8422,227796,281.4404,284.1256,281.9283
2018/12/21,284.8338,221066,282.8947,285.5098,284.5777
2018/12/24,285.1638,163808,283.9087,285.7815,285.2488
2018/12/25,286.7669,152936,285.1017,287.4745,286.8749
2018/12/26,285.9199,101460,285.7209,287.383,287.2739
2018/12/27,286.1478,212536,285.6058,287.7159,286.1045
2018/12/28,286.7993,184856,286.1102,287.6993,287.6582
2019/1/2,287.4028,100742,286.9658,288.4985,288.1163
2019/1/3,288.4142,219650,287.7316,290.5781,290.5274
2019/1/4,290.7424,239686,289.1971,291.4517,290.4101
2019/1/7,287.9142,303680,286.7745,290.0069,288.5227
2019/1/8,288.0622,208192,286.7949,289.5886,287.0963
2019/1/9,287.2136,198766,285.7776,287.5679,286.1186
2019/1/10,287.0258,241472,285.5258,287.7703,286.823
2019/1/11,285.3584,226294,284.5149,286.3891,284.9149
2019/1/14,284.3224,201484,283.8405,285.4432,285.0365
2019/1/15,284.5483,198396,284.1932,285.9806,284.3454
2019/1/16,284.993,188888,284.3211,285.555,284.6728
2019/1/17,284.8789,149004,284.3009,285.3351,285.1844
2019/1/18,285.0757,175524,284.7699,285.7258,285.1264
2019/1/21,283.7554,233468,282.7185,284.2663,283.2762
2019/1/22,282.6595,145480,282.3759,283.5281,283.3251
2019/1/23,284.3663,168666,283.3793,284.7227,283.6952
2019/1/24,283.7604,175468,283.008,284.1975,283.4154
2019/1/25,283.367,187748,282.7686,283.9605,283.0226
2019/1/28,285.7476,285926,282.8887,286.1045,285.7425
2019/1/29,286.6151,242316,285.1856,287.0381,286.8082
2019/1/30,287.2717,278260,286.8099,288.1151,287.7476
2019/1/31,287.5259,229362,286.3946,288.217,288.0765
2019/2/1,288.0763,224634,288.0201,289.5043,289.4047
2019/2/11,288.8998,140148,288.4338,289.4957,288.9896
2019/2/12,288.957,221540,288.1088,289.442,289.1689
2019/2/13,288.5662,177850,288.3541,289.6854,288.7252
2019/2/14,288.4451,241196,287.9636,290.1947,288.0679
2019/2/15,289.1235,258926,287.5203,291.2484,290.0565
2019/2/18,290.6134,245166,289.699,291.6711,291.4583
2019/2/19,292.2766,137218,291.6649,292.6027,291.8494
2019/2/20,294.1063,247474,293.0468,294.7645,293.8683
2019/2/21,293.2243,224612,291.9569,294.4597,292.0378
2019/2/22,290.3289,215452,289.9271,292.4754,290.1594
2019/2/25,289.7487,238188,289.1808,291.3367,289.8779
2019/2/26,289.4244,195488,288.6339,290.2007,289.6652
2019/2/27,289.3902,149142,288.7905,289.8562,289.3252
2019/2/28,287.4922,216824,286.5856,289.5264,287.4974
2019/3/1,286.8267,215534,286.1887,288.6131,286.5063
2019/3/4,283.1146,336616,282.1052,286.781,282.4677
2019/3/5,281.5702,191078,280.7902,282.2883,281.443
2019/3/6,281.6594,215224,280.7159,283.0249,283.0058
2019/3/7,282.3615,184822,281.4219,282.7088,281.5637
2019/3/8,282.5706,258316,281.4528,284.3968,284.2496
2019/3/11,285.7734,250032,284.0481,286.1974,285.4478
2019/3/12,284.1619,208246,283.8347,285.3212,284.8573
2019/3/13,285.68,171978,284.4338,286.4002,286.2883
2019/3/14,286.7146,184376,285.6697,287.057,285.7321
2019/3/15,283.9531,267120,283.5436,285.9346,285.5378
2019/3/18,285.3705,186264,284.1913,286.173,285.8257
2019/3/19,286.0225,186612,285.6329,286.9391,286.6275
2019/3/20,286.3928,163234,285.9683,287.4184,286.2057
2019/3/21,287.2903,291902,284.5738,288.1651,288.0123
2019/3/22,286.8238,236302,285.9755,288.298,286.9636
2019/3/25,288.0535,230954,287.0104,288.8266,288.7176
2019/3/26,289.6061,232892,288.6988,290.1461,288.9827
2019/3/27,289.0663,220052,288.2769,289.3751,288.9168
2019/3/28,288.0273,270618,287.6562,289.2459,288.1306
2019/3/29,283.8175,435396,282.3755,286.6663,282.735
2019/4/1,283.0061,280658,282.6075,284.6714,282.8095
2019/4/2,282.9247,218906,282.786,284.4283,282.8584
2019/4/3,283.5752,211064,283.212,284.0431,283.6116
2019/4/4,283.1978,202250,282.7225,283.8498,283.665
2019/4/8,283.6441,117652,283.6495,285.0513,284.9012
2019/4/9,284.9776,197590,284.49,286.1678,285.161
2019/4/10,286.3242,213984,285.6735,286.7042,286.5854
2019/4/11,286.9862,224400,286.1195,287.6398,286.9341
2019/4/12,284.3549,263320,283.7579,285.5086,284.1105
2019/4/15,283.2258,220524,282.428,284.2521,282.5364
2019/4/16,282.7449,185222,281.7722,283.0328,282.3835
2019/4/17,280.6868,271924,280.5347,281.4721,280.8846
2019/4/18,279.4559,209102,278.6891,280.5175,279.0497
2019/4/19,280.2891,164356,279.5881,280.8072,280.4765
2019/4/22,280.4587,141344,280.338,281.8231,281.2989
2019/4/23,280.8418,181260,279.9074,281.5339,280.0144
2019/4/24,280.0898,221632,278.4551,280.6514,279.8764
2019/4/25,281.2843,242262,279.8316,282.0639,281.5587
2019/4/26,281.9656,271764,281.9218,283.2405,282.7317
2019/4/29,283.2216,245642,282.7714,283.7977,282.8
2019/4/30,282.444,209006,282.0189,283.5224,283.279
2019/5/6,285.9761,178924,284.2325,286.5989,284.7698
2019/5/7,284.5134,219830,282.4072,285.0394,284.4357
2019/5/8,285.9619,248526,284.2572,286.2556,286.0488
2019/5/9,285.429,278720,285.1286,286.9551,286.2391
2019/5/10,286.6024,332332,286.2393,288.0528,286.4623
2019/5/13,288.2825,250060,287.389,288.7908,288.4514
2019/5/14,292.6373,353606,290.0692,293.0515,291.9096
2019/5/15,291.7057,261858,290.2347,292.4609,290.5096
2019/5/16,291.3274,224522,290.8865,292.5483,291.6161
2019/5/17,290.127,232620,289.4266,291.1538,291.0038
2019/5/20,288.8807,238268,288.4756,290.6833,288.8013
2019/5/21,288.9069,187906,288.0615,289.6387,288.5482
2019/5/22,288.2941,183596,287.1931,288.5146,288.3573
2019/5/23,288.6618,159342,288.3848,289.2166,288.8715
2019/5/24,290.622,259642,290.0609,291.3077,290.6129
2019/5/27,290.6534,143668,289.6855,290.9236,290.7306
2019/5/28,290.2389,88300,290.0266,290.7441,290.5023
2019/5/29,289.7946,182468,289.089,291.0389,290.9689
2019/5/30,290.2875,183132,289.2542,291.1132,289.6708
2019/5/31,292.6085,269864,290.1029,293.1502,293.0137
2019/6/3,295.8384,307804,293.4046,296.7221,296.3051
2019/6/4,299.1701,288562,296.6013,299.7409,299.3897
2019/6/5,299.24,309616,298.3838,301.5524,301.3566
2019/6/6,300.7072,379314,299.8995,303.3484,301.313
2019/6/10,302.2235,172046,300.0768,302.2666,300.4989
2019/6/11,300.4126,237206,298.9706,301.0796,299.2281
2019/6/12,299.7116,356222,298.3529,303.0412,302.3119
2019/6/13,301.8441,261638,300.9729,302.9117,302.8575
2019/6/14,304.1835,371482,302.0422,307.4555,307.3832
2019/6/17,304.6332,474064,303.1272,307.2271,303.7847
2019/6/18,304.3863,287478,303.8538,306.3436,305.812
2019/6/19,303.2977,554470,302.5318,307.5469,304.0131
2019/6/20,308.2038,549260,303.2891,313.569,310.9204
2019/6/21,312.6479,669890,309.7759,316.179,313.3267
2019/6/24,315.4348,575636,312.072,316.9988,315.4667
2019/6/25,319.4715,728428,315.4584,322.8149,321.5687
2019/6/26,318.6196,814648,315.8669,323.0616,316.1844
2019/6/27,317.4351,584764,315.1715,318.1264,315.4511
2019/6/28,317.3953,627450,313.9732,320.6361,316.7177
2019/7/1,311.9884,604906,308.4745,317.2681,308.7472
2019/7/2,310.2231,437354,309.6114,312.6404,311.946
2019/7/3,322.442,891954,311.6524,323.3961,320.9957
2019/7/4,318.8068,584234,316.9351,319.7394,317.5784
2019/7/5,318.161,283262,317.2148,319.2775,317.8545
2019/7/8,314.9165,716152,305.8319,316.6635,316.2991
2019/7/9,313.3545,406688,313.0694,315.9193,313.4457
2019/7/10,314.0858,336264,312.832,315.5384,313.1831
2019/7/11,320.4161,578524,315.477,320.8287,318.9725
2019/7/12,316.0393,359976,315.5319,318.1286,316.6293
2019/7/15,318.3496,313596,316.0089,318.4883,317.7647
2019/7/16,317.9659,276712,316.4284,318.2842,317.764
2019/7/17,315.9103,423992,315.2246,317.8265,315.8356
2019/7/18,320.7615,608056,316.0471,321.153,319.0944
2019/7/19,323.8291,546662,318.3886,324.7803,323.3091
2019/7/22,320.5863,663498,319.5727,324.6425,320.6861
2019/7/23,320.1749,366078,317.894,321.4982,318.7523
2019/7/24,319.3788,382774,319.1013,321.7178,319.7036
2019/7/25,319.7668,305826,319.2595,321.2194,320.3504
2019/7/26,318.5185,483538,317.1394,320.3181,319.0975
2019/7/29,319.438,381420,318.8121,320.6362,319.6491
2019/7/30,320.6235,267566,318.8307,321.1423,320.8921
2019/7/31,321.9332,299758,320.6059,322.5504,322.2637
2019/8/1,317.6134,589588,316.1515,322.3293,316.7217
2019/8/2,326.2985,767606,315.7237,326.6352,324.3535
2019/8/5,327.485,887160,323.5189,334.3472,334.2817
2019/8/6,339.6614,898812,334.4091,340.0521,335.6987
2019/8/7,339.4484,867170,335.6901,343.4326,341.9753
2019/8/8,347.2202,1186374,342.8706,349.624,344.5283
2019/8/9,346.6977,639736,342.8423,347.8889,346.1035
2019/8/12,346.6257,630318,344.1598,348.0697,344.4121
2019/8/13,349.0063,773866,346.2883,353.0048,352.4245
2019/8/14,344.4727,1355748,340.3008,352.1729,343.1276
2019/8/15,348.3572,1133592,345.7054,350.5107,347.569
2019/8/16,349.9216,838412,346.9499,351.1337,347.9628
2019/8/19,346.8495,775908,345.1475,348.3162,346.6513
2019/8/20,345.0449,419230,344.3215,346.0954,345.023
2019/8/21,347.3464,425588,345.483,347.5197,345.641
2019/8/22,346.1584,332192,345.835,347.2485,346.7122
2019/8/23,346.0944,379684,345.6818,347.725,346.5109
2019/8/26,358.4994,1221824,347.7878,360.4472,358.5543
2019/8/27,357.5541,678884,355.7489,359.5629,359.0014
2019/8/28,361.5273,975596,357.7609,362.4827,359.2038
2019/8/29,360.0685,721144,358.7199,363.7201,363.1299
2019/8/30,356.2635,899954,354.8076,361.7712,357.0252
2019/9/2,357.0215,747386,354.1723,358.0817,356.1984
2019/9/3,358.0912,425622,356.1719,359.4368,357.8645
2019/9/4,362.428,1142490,358.6599,364.2532,359.4218
2019/9/5,361.428,788806,359.4792,363.2975,361.3264
2019/9/6,353.2901,1240942,349.0526,359.6362,349.6804
2019/9/9,349.1162,1134384,347.5329,355.3424,351.1441
2019/9/10,346.6769,832674,343.9786,352.4112,345.3675
2019/9/11,345.3768,675508,344.8416,348.37,346.4367
2019/9/12,344.8709,510956,344.5235,347.1486,346.6445
2019/9/16,346.7357,252562,345.9318,348.1504,346.782
2019/9/17,345.4765,420054,344.5982,347.3032,345.4754
2019/9/18,346.9729,420460,346.1801,348.3389,347.0707
2019/9/19,344.5472,543624,343.9032,349.1534,346.5478
2019/9/20,347.0493,307928,346.2727,348.0575,347.282
2019/9/23,350.9401,503652,346.4329,352.6605,350.893
2019/9/24,352.6659,437168,351.859,354.0477,352.6264
2019/9/25,355.0682,633822,350.9756,355.9725,354.4353
2019/9/26,349.8971,629208,348.1948,355.0807,350.1822
2019/9/27,349.2,457774,346.3357,351.0559,347.0676
2019/9/30,347.2092,552174,343.5883,349.0419,345.7399
2019/10/8,344.575,154988,344.4879,346.5223,345.1797
2019/10/9,349.6587,440258,348.1095,350.6206,350.2491
2019/10/10,350.5566,421450,347.395,350.75,348.4215
2019/10/11,344.4903,439952,344.241,348.4529,346.5884
2019/10/14,342.1783,677582,339.3526,343.6143,341.5069
2019/10/15,342.8366,320424,341.8196,343.8841,342.4394
2019/10/16,341.2603,437544,339.7229,343.289,341.0405
2019/10/17,343.0916,335664,341.6855,343.9474,343.4986
2019/10/18,343.1046,332494,342.2,343.9368,342.8401
2019/10/21,342.2485,314624,341.5981,343.2997,342.6678
2019/10/22,340.8664,334202,340.3252,343.4422,341.3908
2019/10/23,342.0844,272020,340.6955,342.9299,342.8765
2019/10/24,342.2057,241032,342.0252,343.304,342.4154
2019/10/25,344.981,486980,342.4125,345.9864,345.6379
2019/10/28,344.8632,465160,343.9826,348.7882,345.692
2019/10/29,342.4857,411842,341.7473,344.6409,342.0525
2019/10/30,342.1443,412076,340.521,342.7999,341.9036
2019/10/31,342.6184,429644,341.8293,343.5758,342.8252
2019/11/1,346.5455,453328,344.9484,346.8426,345.9379
2019/11/4,345.8947,372806,345.2112,347.4011,345.7341
2019/11/5,345.1457,300844,343.1555,346.6735,343.4948
2019/11/6,338.4267,590302,337.5236,342.1714,338.7924
2019/11/7,340.3131,322886,338.3752,341.148,340.608
2019/11/8,332.9047,636934,331.062,338.2891,334.2474
2019/11/11,332.8286,425710,331.333,334.7036,333.7229
2019/11/12,332.0459,409148,329.7957,334.046,330.3978
2019/11/13,332.9595,395550,329.9556,334.2637,333.9783
2019/11/14,334.4974,336960,333.5454,335.1982,334.9894
2019/11/15,334.9644,369182,333.8369,336.925,334.2288
2019/11/18,334.5414,212192,334.0341,335.1178,334.3912
2019/11/19,336.752,413920,332.8202,337.1077,336.4979
2019/11/20,336.9024,383972,335.0766,337.9341,337.5729
2019/11/21,338.1612,349180,335.8666,338.5142,337.1586
2019/11/22,335.1424,363238,334.9518,337.0999,336.272
2019/11/25,335.1628,358382,333.7801,337.328,333.9909
2019/11/26,333.1878,327956,332.0575,334.5844,333.7406
2019/11/27,334.2458,336906,332.5844,335.0735,334.5219
2019/11/28,333.792,268758,332.8242,334.2673,333.537
2019/11/29,334.0071,135462,333.6383,334.8922,334.5011
2019/12/2,335.2102,273762,333.2488,336.6627,334.9691
2019/12/3,335.8758,378358,334.634,336.4657,335.6312
2019/12/4,340.7804,603372,338.3097,342.2369,341.9038
2019/12/5,339.72,406564,338.8487,341.479,340.3141
2019/12/6,339.4688,379914,337.6502,340.4235,337.9767
2019/12/9,335.286,470336,334.6005,339.273,335.2948
2019/12/10,335.4247,162398,335.0577,336.2547,335.5771
2019/12/11,335.7848,236988,335.4118,336.7755,335.8282
2019/12/12,337.8145,227268,336.1936,338.2455,337.806
2019/12/13,333.1056,616530,332.3012,341.0852,333.5444
2019/12/16,336.6894,517436,332.7606,337.9552,337.1863
2019/12/17,336.6942,192852,336.2396,337.8424,337.0251
2019/12/18,336.7706,178500,336.3597,337.6749,337.5231
2019/12/19,336.7918,241218,335.8247,337.6804,337.0676
2019/12/20,337.633,189882,336.6468,338.1881,338.0735
2019/12/23,337.6847,256862,336.9225,339.5203,339.1741
2019/12/24,339.5441,227984,338.5971,341.1357,340.7309
2019/12/25,342.7177,218328,340.6155,343.3929,342.7803
2019/12/26,342.2321,169668,341.6918,345.22,343.1617
2019/12/27,344.6245,384414,343.654,345.7732,344.3615
2019/12/30,344.7941,248258,344.2576,345.6511,344.5257
2019/12/31,344.9395,379398,343.9597,347.1383,346.6597
2020/1/2,345.3907,81773,341.072,345.9507,345.6116
2020/1/3,347.4997,261168,346.0684,351.4145,350.6393
2020/1/6,356.4832,318462,350.2783,359.3707,357.9546
2020/1/7,355.4528,342069,352.9161,358.5798,354.6014
2020/1/8,364.1495,387910,354.2837,365.3046,360.5257
2020/1/9,351.9763,403154,346.8236,357.2104,348.0232
2020/1/10,350.2089,222621,348.535,350.8269,349.2927
2020/1/13,350.8766,252481,348.4056,351.4611,349.5595
2020/1/14,345.6531,212867,343.0088,349.22,344.8125
2020/1/15,347.5647,177342,345.3247,348.8021,347.6529
2020/1/16,348.7882,182752,346.9989,349.4394,348.1335
2020/1/17,347.0993,158333,346.5743,348.7724,347.9644
2020/1/20,348.2502,132885,347.1963,348.7781,348.1459
2020/1/21,348.7303,129680,348.2214,352.0414,351.6103
2020/1/22,349.6579,192705,346.9791,350.1839,348.6604
2020/1/23,350.8174,117459,348.9504,351.5329,351.004
2020/2/3,359.6766,103908,357.4087,361.0633,359.6718
2020/2/4,359.5523,96021,356.5004,359.8521,356.6642
2020/2/5,353.3037,82678,352.5798,355.4056,354.6513
2020/2/6,352.8869,83213,351.1761,353.2765,352.8732
2020/2/7,355.7755,61470,354.1544,356.1753,354.7813
2020/2/10,357.7881,69370,355.9045,358.123,356.1165
2020/2/11,356.1546,53841,354.9441,356.4055,355.1174
2020/2/12,355.1123,56015,353.596,355.1414,354.5514
2020/2/13,356.1264,67033,355.5334,357.506,357.0364
2020/2/14,357.6474,58424,356.6278,358.0536,357.3238
2020/2/17,358.5295,60512,358.1895,359.2775,358.4497
2020/2/18,359.7906,66945,359.4654,360.4893,360.1726
2020/2/19,363.4909,95708,363.4483,365.1332,364.7007
2020/2/20,365.9184,106403,364.8527,367.4585,365.622
2020/2/21,369.4471,128961,369.2732,372.8134,372.4156
2020/2/24,379.4498,173763,378.3057,381.3712,380.2712
2020/2/25,375.2148,220618,369.3869,377.7489,372.3458
2020/2/26,373.6303,149966,372.5922,375.3889,374.86
2020/2/27,374.5208,131509,374.2642,376.2934,374.9426
2020/2/28,374.0059,230280,360.5751,374.5929,370.6744
2020/3/2,361.0845,222208,359.2493,363.6167,361.953
2020/3/3,359.4398,112731,359.0422,361.6933,360.9666
2020/3/4,370.1434,153471,368.4903,371.5128,369.256
2020/3/5,367.8115,71900,367.656,369.5112,369.3937
2020/3/6,375.9552,169737,375.3662,378.6589,376.8031
2020/3/9,381.7186,283779,371.2564,381.9544,374.1341
2020/3/10,372.6154,191789,367.5332,374.02,369.401
2020/3/11,369.6129,135264,369.5814,372.272,371.9298
2020/3/12,368.8141,205888,366.3685,370.751,368.0037
2020/3/13,356.5263,296366,349.9086,358.7991,357.1614
2020/3/16,349.0599,247187,343.7515,350.1115,347.9876
2020/3/17,341.2468,305261,330.8967,341.7958,331.6094
2020/3/18,342.6937,257924,337.4475,345.4835,339.8269
2020/3/19,336.2412,237217,331.4388,338.1839,337.3717
2020/3/20,336.1817,222716,336.0273,342.2688,340.522
2020/3/23,341.1979,165953,337.6987,341.8381,340.3596
2020/3/24,359.9569,219018,355.3785,360.2599,359.0908
2020/3/25,377.8258,203010,363.7991,377.9689,365.0589
2020/3/26,363.7974,145205,362.4859,365.7255,363.9638
2020/3/27,365.8499,128617,365.6308,369.1096,368.24
2020/3/30,369.2112,146934,363.9305,369.288,365.2641
2020/3/31,364.6112,85613,364.1967,365.884,365.5407
2020/4/1,357.3267,106609,356.1326,360.3798,359.2918
2020/4/2,359.308,94222,358.4909,361.5659,361.3193
2020/4/3,364.7317,80034,363.3808,365.8121,364.1264
2020/4/7,378.5416,141219,373.9113,379.4299,374.5058
2020/4/8,368.8789,87754,367.7339,372.205,370.879
2020/4/9,371.0868,59104,370.673,372.3077,372.1118
2020/4/10,377.6406,60328,373.4953,377.6945,374.3391
2020/4/13,375.5011,106662,372.4915,375.7549,373.913
2020/4/14,376.1041,178629,375.1305,380.6088,378.2349
2020/4/15,377.9602,124222,376.6683,379.9435,376.9029
2020/4/16,377.1577,130053,374.8508,381.0378,379.9987
2020/4/17,377.3895,194412,369.7659,378.4688,372.9181
2020/4/20,368.1524,142181,366.7059,372.171,371.3486
2020/4/21,373.0933,114783,372.6852,375.2177,374.9868
2020/4/22,373.72,124346,372.3892,375.5557,373.8118
2020/4/23,378.6245,152500,378.1756,381.9718,380.3979
2020/4/24,380.8212,133762,379.9366,383.9305,383.52
2020/4/27,381.9579,133932,380.4407,383.1007,380.7992
2020/4/28,379.5927,152775,375.8062,379.8461,377.9468
2020/4/29,378.3496,99590,378.4163,380.3273,379.5334
2020/4/30,380.3459,107070,378.6659,381.6441,381.1261
2020/5/6,379.014,109711,378.1997,381.7095,380.9666
2020/5/7,380.0236,214250,378.4934,380.5646,379.2353
2020/5/8,384.3591,258489,380.1714,385.7568,384.6048
2020/5/11,381.9348,239202,381.4588,384.9121,383.0423
2020/5/12,381.1716,174492,380.7192,383.8443,382.141
2020/5/13,382.7921,172217,381.6054,384.1689,383.014
2020/5/14,386.0539,243720,382.9425,386.3232,385.686
2020/5/15,388.9022,319817,385.1831,392.1914,391.3966
2020/5/18,394.7221,345462,391.5149,401.8867,400.732
2020/5/19,394.1221,327589,392.669,398.4044,394.1579
2020/5/20,397.3132,226997,394.8101,399.4677,398.3962
2020/5/21,397.7048,232013,394.1636,399.0309,394.7911
2020/5/22,391.716,299067,389.8412,395.2162,394.1466
2020/5/25,393.563,209972,392.2994,395.5949,393.2916
2020/5/26,394.8257,177742,392.6365,396.5539,395.1525
2020/5/27,391.6679,229288,390.2769,394.803,391.0298
2020/5/28,391.9354,272929,387.2867,395.0005,394.0063
2020/5/29,393.6895,217457,391.57,395.3844,394.2465
2020/6/1,396.8237,235480,395.3775,398.9092,397.8522
2020/6/2,397.5802,177498,395.4795,398.1007,396.8447
2020/6/3,392.082,256823,391.9079,397.8788,392.9309
2020/6/4,389.4379,276001,387.4661,391.3601,389.6337
2020/6/5,392.1099,234035,389.418,393.2077,390.0795
2020/6/8,383.8491,263337,382.1951,386.8945,386.1928
2020/6/9,386.1943,181263,384.2595,387.5815,386.2265
2020/6/10,390.1298,150625,389.5764,390.8388,390.3321
2020/6/11,393.6128,209392,388.2041,393.812,393.6282
2020/6/12,393.1482,231022,391.9269,395.6129,393.5286
2020/6/15,394.2521,210858,391.4297,395.4154,392.4651
2020/6/16,392.3356,212176,388.1143,393.5005,392.3198
2020/6/17,392.9652,211185,390.464,393.3762,392.7717
2020/6/18,392.4525,130634,391.2035,393.0271,392.079
2020/6/19,392.2934,141428,390.8333,393.6022,392.8606
2020/6/22,397.5785,224132,393.1825,399.0819,397.405
2020/6/23,396.845,210202,395.9033,398.5744,396.8796
2020/6/24,399.6904,205423,397.6632,400.6172,399.9334
2020/6/29,400.7858,80514,399.3866,401.8185,400.0565
2020/6/30,400.08,119893,399.2706,400.7798,400.6579
2020/7/1,402.3501,199065,399.6531,403.4651,403.0204
2020/7/2,399.17,259739,397.7229,401.8983,398.9807
2020/7/3,400.5941,177955,397.0155,401.2373,400.4881
2020/7/6,400.6623,106302,398.7488,400.9117,399.5792
2020/7/7,400.3282,121047,399.6513,401.2319,400.2791
2020/7/8,402.389,160565,398.9909,402.8684,402.3056
2020/7/9,404.2378,195743,403.7301,406.2634,404.8855
2020/7/10,402.2319,219750,401.1188,405.0478,401.8855
2020/7/13,402.6122,171831,401.5282,404.2456,403.7726
2020/7/14,402.6864,162303,401.5574,405.1793,403.0305
2020/7/15,404.0525,170007,402.0607,404.9963,403.6503
2020/7/16,403.5972,165199,401.6596,404.2184,402.2041
2020/7/17,399.7935,157329,398.2531,402.5809,399.8195
2020/7/20,400.8471,125902,400.1712,401.9096,401.8594
2020/7/21,402.6005,156206,402.2277,405.1129,404.5386
2020/7/22,408.1623,347330,406.4759,418.865,414.2887
2020/7/23,416.2896,287540,410.1143,417.0886,416.5776
2020/7/24,418.2538,292166,415.4724,421.5099,420.4993
2020/7/27,425.9403,405833,422.247,435.0461,430.2034
2020/7/28,435.1683,549620,426.7788,440.3202,430.2094
2020/7/29,431.9712,342991,426.0979,433.1066,431.6429
2020/7/30,432.2849,306340,426.9292,433.2753,429.2859
2020/7/31,428.9003,363119,425.3507,433.9862,433.3319
2020/8/3,432.4035,254910,429.7069,433.7396,431.9432
2020/8/4,432.673,170547,430.6835,433.9359,432.5031
2020/8/5,443.8085,431476,432.4521,445.7551,444.6596
2020/8/6,445.5862,351706,441.978,448.8361,448.1765
2020/8/7,452.2598,366222,448.5264,454.6809,450.3605
2020/8/10,446.9957,328369,443.1835,452.0319,447.0613
2020/8/11,444.5037,369249,435.1262,450.1289,437.6799
2020/8/12,417.9147,304215,417.9318,428.3465,417.9318
2020/8/13,416.5477,341191,415.8574,420.4828,417.5202
2020/8/14,427.368,421148,417.4567,429.7815,421.1236
2020/8/17,422.7113,341083,420.0313,426.5968,425.2463
2020/8/18,431.0586,405783,426.4728,435.7399,434.7591
2020/8/19,432.8095,454125,426.5431,437.8821,429.9898
2020/8/20,420.5701,485254,416.9278,431.9342,419.1201
2020/8/21,421.2062,356231,415.6369,421.651,420.2785
2020/8/24,416.1005,369587,413.0432,418.4606,416.4045
2020/8/25,416.6026,259395,415.9267,423.6714,417.2714
2020/8/26,417.3738,242358,415.3088,418.131,416.4199
2020/8/27,421.8205,371792,414.8689,422.7824,421.3046
2020/8/28,418.1315,498901,415.4175,427.2133,421.2684
2020/8/31,425.5265,323046,421.8416,425.7485,423.4627
2020/9/1,424.9501,287873,423.2394,428.6095,427.7457
2020/9/2,424.7964,302591,422.7345,428.8668,423.4214
