date,close,volume,7_Days_MA,14_Days_MA,21_Days_MA,7_Days_SD,O-C,H-L
2022-06-03,1858.3,1.24,1862.1714285714286,1847.7357142857145,1853.5523809523809,10.135369469573357,-22.5,25.199999999999818
2022-06-06,1851.9,0.84,1860.3,1850.8428571428572,1852.6999999999998,9.324340906057904,22.600000000000136,28.40000000000009
2022-06-07,1860.5,0.29,1860.2142857142858,1853.0928571428574,1851.2190476190476,9.410353973353667,11.5,17.200000000000045
2022-06-08,1865.0,0.58,1861.1571428571428,1855.6000000000001,1849.804761904762,8.993675026108006,-8.200000000000045,18.90000000000009
2022-06-09,1861.2,1.85,1861.1571428571428,1858.642857142857,1849.7619047619048,8.993675026108006,-1.2999999999999545,15.199999999999818
2022-06-10,1883.9,1.06,1861.857142857143,1859.6,1850.3714285714286,8.739728665233446,2.7000000000000455,14.299999999999955
2022-06-13,1840.2,2.02,1865.7428571428572,1862.1357142857144,1851.4619047619049,11.632548752325276,-25.40000000000009,52.40000000000009
2022-06-14,1822.4,3.02,1860.142857142857,1861.1571428571428,1851.8714285714286,13.280920794203555,47.200000000000045,62.59999999999991
2022-06-15,1828.6,6.44,1855.0142857142857,1857.6571428571426,1852.2333333333333,19.55892196851594,6.399999999999864,26.399999999999864
2022-06-16,1858.9,3.1,1851.6857142857145,1855.95,1852.6238095238095,22.006698114525047,-10.399999999999864,36.200000000000045
2022-06-17,1849.6,2.24,1851.457142857143,1856.3071428571432,1854.2190476190478,21.90797854227092,-14.0,43.200000000000045
2022-06-21,1847.8,0.88,1849.257142857143,1855.207142857143,1855.514285714286,21.078888106553677,20.40000000000009,24.700000000000045
2022-06-22,1847.4,3.73,1847.3428571428572,1854.6000000000001,1855.514285714286,20.411423038957455,-0.2999999999999545,16.0
2022-06-23,1838.6,2.54,1842.1285714285714,1853.9357142857145,1855.4666666666665,12.734561147450613,-4.300000000000182,25.40000000000009
2022-06-24,1839.3,2.55,1841.8999999999999,1851.0214285714285,1854.7380952380956,12.789188142038002,9.900000000000091,25.199999999999818
2022-06-27,1833.9,3.38,1844.314285714286,1849.6642857142856,1853.209523809524,9.721870288368656,-5.7000000000000455,15.599999999999909
2022-06-28,1830.3,1.8,1845.0714285714287,1848.3785714285714,1852.3238095238096,8.412235986039278,14.599999999999909,20.299999999999955
2022-06-29,1826.5,2.99,1840.9857142857143,1846.2214285714285,1851.2000000000003,7.468919728038195,2.7000000000000455,10.599999999999909
2022-06-30,1816.3,1.43,1837.685714285714,1843.4714285714285,1849.3666666666668,8.10461361842078,3.7000000000000455,23.59999999999991
